Genome,sample,read_count,num_seqs,rel_abun,MAG,taxa,prophage,time,plot
12C16O_48h_100_unf_bin.19,12C16O_0h_100_P08,89051,76314836,0.0011668897512929,12C16O_48h_100_unf_bin_19,Alphaproteobacteria,False,0,8
12C16O_168h_50_P09_coass_bin.9,12C16O_0h_100_P08,22187,76314836,0.000290729839215,12C16O_168h_50_P09_coass_bin_9,Alphaproteobacteria,True,0,8
H3-16-all-fractions_metab_conc_38.Bacteria_65_0,12C16O_0h_100_P08,49523,76314836,0.0006489301765648,H3_16_all_fractions_metab_conc_38_Bacteria_65_0,Acidobacteria,False,0,8
12C16O_72h_100_P16_coass_bin.33,12C16O_0h_100_P08,176003,76314836,0.0023062750210195,12C16O_72h_100_P16_coass_bin_33,Chloroflexi,False,0,8
H1-18-all-fractions_conc_122.Actinobacteria_70_12,12C16O_0h_100_P08,160934,76314836,0.002108816691947,H1_18_all_fractions_conc_122_Actinobacteria_70_12,Actinobacteria,False,0,8
12C16O_48h_50_P10_coass_bin.25,12C16O_0h_100_P08,136608,76314836,0.001790058226686,12C16O_48h_50_P10_coass_bin_25,Actinobacteria,False,0,8
H1-18-all-fractions_metab_conc_17.Bacteria_55_30,12C16O_0h_100_P08,41798,76314836,0.0005477047739446,H1_18_all_fractions_metab_conc_17_Bacteria_55_30,Verrucomicrobia,False,0,8
12C18O_168h_50_P13_coass_bin.12,12C16O_0h_100_P08,79506,76314836,0.0010418157748514,12C18O_168h_50_P13_coass_bin_12,Actinobacteria,False,0,8
12C16O_0h_100_unf_bin.12,12C16O_0h_100_P08,78023,76314836,0.0010223831182707,12C16O_0h_100_unf_bin_12,Alphaproteobacteria,False,0,8
12C16O_48h_50_P10_coass_bin.43,12C16O_0h_100_P08,31647,76314836,0.0004146900086373,12C16O_48h_50_P10_coass_bin_43,Actinobacteria,False,0,8
12C18O_48h_100_P08_coass_bin.19,12C16O_0h_100_P08,58157,76314836,0.0007620667624837,12C18O_48h_100_P08_coass_bin_19,Actinobacteria,True,0,8
H3-16-all-fractions_metab_conc_6.RIF_CHLX_71_0,12C16O_0h_100_P08,44316,76314836,0.0005806996689346,H3_16_all_fractions_metab_conc_6_RIF_CHLX_71_0,Chloroflexi,False,0,8
12C16O_168h_100_unf_bin.19,12C16O_0h_100_P08,95949,76314836,0.0012572784667977,12C16O_168h_100_unf_bin_19,Actinobacteria,False,0,8
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,12C16O_0h_100_P08,178506,76314836,0.0023390733618296,H1_16_all_fractions_metab_conc_1_Actinobacteria_71_32,Actinobacteria,False,0,8
12C16O_72h_100_P14_coass_bin.22,12C16O_0h_100_P08,231862,76314836,0.0030382296831509,12C16O_72h_100_P14_coass_bin_22,Actinobacteria,False,0,8
12C18O_168h_50_P09_coass_bin.21,12C16O_0h_100_P08,162070,76314836,0.0021237023951673,12C18O_168h_50_P09_coass_bin_21,Alphaproteobacteria,False,0,8
12C18O_48h_100_P08_coass_bin.32,12C16O_0h_100_P08,73280,76314836,0.0009602326866036,12C18O_48h_100_P08_coass_bin_32,Deltaproteobacteria,False,0,8
12C16O_24h_100_P16_coass_bin.18,12C16O_0h_100_P08,64569,76314836,0.0008460871225615,12C16O_24h_100_P16_coass_bin_18,Alphaproteobacteria,False,0,8
12C16O_0h_50_P09_coass_bin.5,12C16O_0h_100_P08,65486,76314836,0.0008581031347561,12C16O_0h_50_P09_coass_bin_5,Chloroflexi,False,0,8
H1-18-all-fractions_metab_conc_19.Rhizobiales_64_12,12C16O_0h_100_P08,29152,76314836,0.0003819964967231,H1_18_all_fractions_metab_conc_19_Rhizobiales_64_12,Alphaproteobacteria,False,0,8
12C16O_0h_100_P16_coass_bin.2,12C16O_0h_100_P08,31742,76314836,0.0004159348517763,12C16O_0h_100_P16_coass_bin_2,Chloroflexi,False,0,8
12C18O_48h_100_P08_coass_bin.1,12C16O_0h_100_P08,327077,76314836,0.0042858900987482,12C18O_48h_100_P08_coass_bin_1,Actinobacteria,True,0,8
12C18O_168h_50_P10_coass_bin.12,12C16O_0h_100_P08,59621,76314836,0.0007812504504366,12C18O_168h_50_P10_coass_bin_12,Verrucomicrobia,False,0,8
12C16O_0h_50_P09_coass_bin.29,12C16O_0h_100_P08,47338,76314836,0.0006202987843674,12C16O_0h_50_P09_coass_bin_29,Gemmatimonadetes,False,0,8
H1-18-all-fractions_conc_3.Bacteria_68_14,12C16O_0h_100_P08,63766,76314836,0.0008355649221338,H1_18_all_fractions_conc_3_Bacteria_68_14,Gemmatimonadetes,False,0,8
H1-16-all-fractions_metab_conc_65.Bacteria_66_15,12C16O_0h_100_P08,130507,76314836,0.001710113089937,H1_16_all_fractions_metab_conc_65_Bacteria_66_15,Acidobacteria,False,0,8
12C16O_24h_100_P14_coass_bin.30,12C16O_0h_100_P08,113933,76314836,0.0014929338248201,12C16O_24h_100_P14_coass_bin_30,Chloroflexi,False,0,8
12C16O_168h_100_P08_coass_bin.11,12C16O_0h_100_P08,207992,76314836,0.0027254464649573,12C16O_168h_100_P08_coass_bin_11,Actinobacteria,False,0,8
H3-18-all-fractions_metab_conc_49.Actinobacteria_70_18,12C16O_0h_100_P08,91092,76314836,0.0011936342233638,H3_18_all_fractions_metab_conc_49_Actinobacteria_70_18,Actinobacteria,False,0,8
12C16O_48h_100_P14_coass_bin.6,12C16O_0h_100_P08,19346,76314836,0.0002535024775523,12C16O_48h_100_P14_coass_bin_6,Alphaproteobacteria,False,0,8
12C18O_72h_100_P08_coass_bin.19,12C16O_0h_100_P08,13276,76314836,0.0001739635527749,12C18O_72h_100_P08_coass_bin_19,Alphaproteobacteria,False,0,8
12C16O_48h_50_P13_coass_bin.32,12C16O_0h_100_P08,54605,76314836,0.0007155227326964,12C16O_48h_50_P13_coass_bin_32,Chloroflexi,False,0,8
12C16O_48h_50_P10_coass_bin.36,12C16O_0h_100_P08,104163,76314836,0.0013649115356809,12C16O_48h_50_P10_coass_bin_36,Alphaproteobacteria,True,0,8
12C16O_0h_100_P16_coass_bin.1,12C16O_0h_100_P08,61308,76314836,0.0008033562438632,12C16O_0h_100_P16_coass_bin_1,Alphaproteobacteria,False,0,8
H1-16-all-fractions_metab_conc_21.Actinobacteria_69_13,12C16O_0h_100_P08,230073,76314836,0.0030147873213014,H1_16_all_fractions_metab_conc_21_Actinobacteria_69_13,Actinobacteria,False,0,8
12C16O_0h_100_P14_coass_bin.15,12C16O_0h_100_P08,53372,76314836,0.0006993659791131,12C16O_0h_100_P14_coass_bin_15,Alphaproteobacteria,False,0,8
12C16O_48h_50_P13_coass_bin.30,12C16O_0h_100_P08,80544,76314836,0.0010554173240967,12C16O_48h_50_P13_coass_bin_30,Actinobacteria,False,0,8
H2-16-all-fractions_metab_114.Bacteria_70_8,12C16O_0h_100_P08,74951,76314836,0.0009821288222384,H2_16_all_fractions_metab_114_Bacteria_70_8,Gemmatimonadetes,False,0,8
H1-18-all-fractions_metab_conc_61.Actinobacteria_70_18,12C16O_0h_100_P08,65044,76314836,0.0008523113382566,H1_18_all_fractions_metab_conc_61_Actinobacteria_70_18,Actinobacteria,False,0,8
12C16O_0h_50_unf_bin.17,12C16O_0h_100_P08,20361,76314836,0.0002668026437218,12C16O_0h_50_unf_bin_17,Actinobacteria,False,0,8
12C16O_168h_50_unf_bin.57,12C16O_0h_100_P08,80580,76314836,0.0010558890541283,12C16O_168h_50_unf_bin_57,Actinobacteria,False,0,8
12C16O_0h_50_P10_coass_bin.20,12C16O_0h_100_P08,113803,76314836,0.0014912303552614,12C16O_0h_50_P10_coass_bin_20,Gammaproteobacteria,False,0,8
12C16O_0h_100_P08_coass_bin.13,12C16O_0h_100_P08,250364,76314836,0.003280672712184,12C16O_0h_100_P08_coass_bin_13,Acidobacteria,False,0,8
12C16O_72h_100_unf_bin.11,12C16O_0h_100_P08,103016,76314836,0.0013498816927287,12C16O_72h_100_unf_bin_11,Actinobacteria,False,0,8
H3-16-all-fractions_metab_67.RIF_CHLX_70_0,12C16O_0h_100_P08,59100,76314836,0.00077442346859,H3_16_all_fractions_metab_67_RIF_CHLX_70_0,Chloroflexi,False,0,8
12C16O_0h_50_P09_coass_bin.13,12C16O_0h_100_P08,216180,76314836,0.0028327388399288,12C16O_0h_50_P09_coass_bin_13,Actinobacteria,False,0,8
H1-18-all-fractions_metab_conc_36.Alphaproteobacteria_64_14,12C16O_0h_100_P08,47818,76314836,0.0006265885181224,H1_18_all_fractions_metab_conc_36_Alphaproteobacteria_64_14,Alphaproteobacteria,False,0,8
H1-18-all-fractions_metab_maxb_101.Bacteria_63_9,12C16O_0h_100_P08,59130,76314836,0.0007748165769497,H1_18_all_fractions_metab_maxb_101_Bacteria_63_9,Chloroflexi,False,0,8
12C16O_0h_50_P10_coass_bin.29,12C16O_0h_100_P08,50904,76314836,0.0006670262647226,12C16O_0h_50_P10_coass_bin_29,Alphaproteobacteria,False,0,8
12C16O_168h_100_P14_coass_bin.7,12C16O_0h_100_P08,68422,76314836,0.0008965753395578,12C16O_168h_100_P14_coass_bin_7,Actinobacteria,False,0,8
H2-16-all-fractions_metab_63.Actinobacteria_69_71,12C16O_0h_100_P08,69536,76314836,0.0009111727633143,H2_16_all_fractions_metab_63_Actinobacteria_69_71,Actinobacteria,True,0,8
12C16O_0h_100_P08_coass_bin.9,12C16O_0h_100_P08,81026,76314836,0.0010617332650757,12C16O_0h_100_P08_coass_bin_9,Alphaproteobacteria,False,0,8
H3-18-all-fractions_metab_conc_6.Bacteria_64_56,12C16O_0h_100_P08,62404,76314836,0.0008177178026039,H3_18_all_fractions_metab_conc_6_Bacteria_64_56,Acidobacteria,True,0,8
H3-16-all-fractions_metab_76.Alphaproteobacteria_69_0,12C16O_0h_100_P08,127304,76314836,0.0016681422207341,H3_16_all_fractions_metab_76_Alphaproteobacteria_69_0,Alphaproteobacteria,False,0,8
12C16O_24h_100_P08_coass_bin.12,12C16O_0h_100_P08,196585,76314836,0.002575973562991,12C16O_24h_100_P08_coass_bin_12,Chloroflexi,False,0,8
H3-16-all-fractions_metab_conc_126.Actinobacteria_70_0,12C16O_0h_100_P08,116717,76314836,0.0015294142805993,H3_16_all_fractions_metab_conc_126_Actinobacteria_70_0,Actinobacteria,False,0,8
12C16O_168h_100_P14_coass_bin.32,12C16O_0h_100_P08,71823,76314836,0.0009411407239347,12C16O_168h_100_P14_coass_bin_32,Actinobacteria,False,0,8
12C18O_168h_50_P10_coass_bin.6,12C16O_0h_100_P08,99950,76314836,0.0013097060183684,12C18O_168h_50_P10_coass_bin_6,Actinobacteria,False,0,8
H3-16-all-fractions_metab_conc_98.Alphaproteobacteria_63_0,12C16O_0h_100_P08,80250,76314836,0.0010515648621717,H3_16_all_fractions_metab_conc_98_Alphaproteobacteria_63_0,Alphaproteobacteria,True,0,8
H1-16-all-fractions_metab_conc_6.Bacteria_69_19,12C16O_0h_100_P08,73416,76314836,0.0009620147778342,H1_16_all_fractions_metab_conc_6_Bacteria_69_19,Acidobacteria,False,0,8
12C18O_168h_50_P13_coass_bin.24,12C16O_0h_100_P08,91575,76314836,0.0011999632679548,12C18O_168h_50_P13_coass_bin_24,Betaproteobacteria,False,0,8
12C16O_168h_50_P13_coass_bin.8,12C16O_0h_100_P08,174460,76314836,0.0022860561477194,12C16O_168h_50_P13_coass_bin_8,Actinobacteria,False,0,8
H2-18-all-fractions_metab_91.Actinobacteria_71_22,12C16O_0h_100_P08,63896,76314836,0.0008372683916925,H2_18_all_fractions_metab_91_Actinobacteria_71_22,Actinobacteria,False,0,8
12C16O_48h_100_unf_bin.14,12C16O_0h_100_P08,38315,76314836,0.0005020648933845,12C16O_48h_100_unf_bin_14,Actinobacteria,False,0,8
H2-16-all-fractions_metab_conc_97.Actinobacteria_72_48,12C16O_0h_100_P08,166430,76314836,0.0021808341434423,H2_16_all_fractions_metab_conc_97_Actinobacteria_72_48,Actinobacteria,False,0,8
12C16O_0h_50_P10_coass_bin.28,12C16O_0h_100_P08,25128,76314836,0.0003292675620766,12C16O_0h_50_P10_coass_bin_28,Chloroflexi,False,0,8
H1-18-all-fractions_metab_conc_37.Gemmatimonadetes_69_16,12C16O_0h_100_P08,72509,76314836,0.0009501298017596,H1_18_all_fractions_metab_conc_37_Gemmatimonadetes_69_16,Gemmatimonadetes,False,0,8
H2-16-all-fractions_metab_conc_19.Actinobacteria_69_35,12C16O_0h_100_P08,86876,76314836,0.0011383893952153,H2_16_all_fractions_metab_conc_19_Actinobacteria_69_35,Actinobacteria,False,0,8
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16,12C16O_0h_100_P08,113362,76314836,0.001485451662374,H1_16_all_fractions_metab_conc_2_Bradyrhizobium_62_16,Alphaproteobacteria,False,0,8
H3-18-all-fractions_metab_conc_30.Actinobacteria_69_22,12C16O_0h_100_P08,40016,76314836,0.000524354137379,H3_18_all_fractions_metab_conc_30_Actinobacteria_69_22,Actinobacteria,False,0,8
12C16O_24h_100_unf_bin.50,12C16O_0h_100_P08,53986,76314836,0.0007074115968748,12C16O_24h_100_unf_bin_50,Actinobacteria,False,0,8
12C16O_24h_100_unf_bin.47,12C16O_0h_100_P08,170020,76314836,0.0022278761104852,12C16O_24h_100_unf_bin_47,Alphaproteobacteria,False,0,8
12C16O_48h_100_P08_coass_bin.8,12C16O_0h_100_P08,51720,76314836,0.0006777188121062,12C16O_48h_100_P08_coass_bin_8,Actinobacteria,False,0,8
H2-16-all-fractions_metab_conc_25.Burkholderiales_70_14,12C16O_0h_100_P08,93710,76314836,0.0012279394795528,H2_16_all_fractions_metab_conc_25_Burkholderiales_70_14,Betaproteobacteria,False,0,8
12C16O_24h_100_unf_bin.18,12C16O_0h_100_P08,45477,76314836,0.0005959129624546,12C16O_24h_100_unf_bin_18,Actinobacteria,False,0,8
12C16O_48h_50_unf_bin.40,12C16O_0h_100_P08,93499,76314836,0.001225174617423,12C16O_48h_50_unf_bin_40,Actinobacteria,False,0,8
12C16O_0h_50_unf_bin.25,12C16O_0h_100_P08,181698,76314836,0.0023809000913007,12C16O_0h_50_unf_bin_25,Actinobacteria,False,0,8
12C16O_48h_50_unf_bin.41,12C16O_0h_100_P08,122285,76314836,0.0016023751921579,12C16O_48h_50_unf_bin_41,Actinobacteria,False,0,8
H2-16-all-fractions_metab_conc_77.Actinobacteria_71_48,12C16O_0h_100_P08,305252,76314836,0.0039999037670735,H2_16_all_fractions_metab_conc_77_Actinobacteria_71_48,Actinobacteria,False,0,8
12C16O_0h_100_P08_coass_bin.20,12C16O_0h_100_P08,27660,76314836,0.0003624459076345,12C16O_0h_100_P08_coass_bin_20,Thaumarchaeota,False,0,8
12C16O_24h_100_P08_coass_bin.11,12C16O_0h_100_P08,69638,76314836,0.0009125093317372,12C16O_24h_100_P08_coass_bin_11,Actinobacteria,False,0,8
H3-16-all-fractions_metab_155.Actinobacteria_71_0,12C16O_0h_100_P08,79722,76314836,0.0010446461550412,H3_16_all_fractions_metab_155_Actinobacteria_71_0,Actinobacteria,False,0,8
12C16O_0h_100_P08_coass_bin.18,12C16O_0h_100_P08,117309,76314836,0.0015371716188972,12C16O_0h_100_P08_coass_bin_18,Actinobacteria,False,0,8
12C16O_72h_100_P16_coass_bin.5,12C16O_0h_100_P08,103468,76314836,0.0013558045253481,12C16O_72h_100_P16_coass_bin_5,Acidobacteria,False,0,8
12C16O_168h_50_unf_bin.10,12C16O_0h_100_P08,45351,76314836,0.0005942619073439,12C16O_168h_50_unf_bin_10,Actinobacteria,False,0,8
12C16O_168h_50_P10_coass_bin.31,12C16O_0h_100_P08,308855,76314836,0.0040471160810723,12C16O_168h_50_P10_coass_bin_31,Actinobacteria,False,0,8
H2-16-all-fractions_metab_conc_5.Streptomyces_sviceus_71_22,12C16O_0h_100_P08,218219,76314836,0.0028594571047758,H2_16_all_fractions_metab_conc_5_Streptomyces_sviceus_71_22,Actinobacteria,True,0,8
H1-16-all-fractions_metab_conc_57.Solirubrobacterales_72_43,12C16O_0h_100_P08,108750,76314836,0.0014250178038776,H1_16_all_fractions_metab_conc_57_Solirubrobacterales_72_43,Actinobacteria,False,0,8
H1-18-all-fractions_metab_conc_86.Conexibacter_woesei_72_14,12C16O_0h_100_P08,100574,76314836,0.0013178826722499,H1_18_all_fractions_metab_conc_86_Conexibacter_woesei_72_14,Actinobacteria,False,0,8
12C16O_24h_100_P14_coass_bin.12,12C16O_0h_100_P08,78062,76314836,0.0010228941591383,12C16O_24h_100_P14_coass_bin_12,Deltaproteobacteria,False,0,8
H1-16-all-fractions_metab_conc_37.Actinobacteria_70_13,12C16O_0h_100_P08,39655,76314836,0.0005196237334507,H1_16_all_fractions_metab_conc_37_Actinobacteria_70_13,Actinobacteria,False,0,8
12C16O_48h_50_P10_coass_bin.9,12C16O_0h_100_P08,118320,76314836,0.0015504193706188,12C16O_48h_50_P10_coass_bin_9,Actinobacteria,False,0,8
H3-18-all-fractions_metab_conc_75.Burkholderiales_69_10,12C16O_0h_100_P08,72912,76314836,0.0009554105573914,H3_18_all_fractions_metab_conc_75_Burkholderiales_69_10,Betaproteobacteria,False,0,8
12C16O_0h_50_P13_coass_bin.12,12C16O_0h_100_P08,144307,76314836,0.0018909429353946,12C16O_0h_50_P13_coass_bin_12,Betaproteobacteria,False,0,8
12C16O_168h_50_P13_coass_bin.23,12C16O_0h_100_P08,87783,76314836,0.00115027437129,12C16O_168h_50_P13_coass_bin_23,Chloroflexi,False,0,8
12C18O_72h_100_P08_coass_bin.5,12C16O_0h_100_P08,56498,76314836,0.0007403278701928,12C18O_72h_100_P08_coass_bin_5,Actinobacteria,False,0,8
12C16O_168h_50_P10_coass_bin.1,12C16O_0h_100_P08,54316,76314836,0.0007117357888314,12C16O_168h_50_P10_coass_bin_1,Gammaproteobacteria,False,0,8
H3-18-all-fractions_metab_conc_100.Actinobacteria_71_31,12C16O_0h_100_P08,265306,76314836,0.0034764668825338,H3_18_all_fractions_metab_conc_100_Actinobacteria_71_31,Actinobacteria,False,0,8
12C16O_0h_50_P10_coass_bin.14,12C16O_0h_100_P08,19389,76314836,0.0002540659328678,12C16O_0h_50_P10_coass_bin_14,Thaumarchaeota,False,0,8
12C16O_0h_50_P13_coass_bin.10,12C16O_0h_100_P08,109959,76314836,0.0014408600707731,12C16O_0h_50_P13_coass_bin_10,Actinobacteria,False,0,8
12C16O_168h_100_P08_coass_bin.31,12C16O_0h_100_P08,88621,76314836,0.0011612551981373,12C16O_168h_100_P08_coass_bin_31,Gemmatimonadetes,False,0,8
12C16O_0h_50_unf_bin.34,12C16O_0h_100_P08,132115,76314836,0.0017311836980164,12C16O_0h_50_unf_bin_34,Actinobacteria,False,0,8
12C16O_168h_100_P14_coass_bin.3,12C16O_0h_100_P08,162656,76314836,0.0021313811117932,12C16O_168h_100_P14_coass_bin_3,Actinobacteria,False,0,8
H3-16-all-fractions_metab_conc_83.Actinobacteria_70_0,12C16O_0h_100_P08,299756,76314836,0.0039278863155782,H3_16_all_fractions_metab_conc_83_Actinobacteria_70_0,Actinobacteria,False,0,8
12C16O_168h_100_P08_coass_bin.27,12C16O_0h_100_P08,374464,76314836,0.0049068309601032,12C16O_168h_100_P08_coass_bin_27,Actinobacteria,False,0,8
12C16O_168h_100_unf_bin.12,12C16O_0h_100_P08,110763,76314836,0.0014513953748128,12C16O_168h_100_unf_bin_12,Acidobacteria,False,0,8
12C16O_168h_50_P09_coass_bin.26,12C16O_0h_100_P14,146317,67241734,0.0021759849322148,12C16O_168h_50_P09_coass_bin_26,Deltaproteobacteria,False,0,14
12C16O_24h_100_P16_coass_bin.6,12C16O_0h_100_P14,134482,67241734,0.0019999781683202,12C16O_24h_100_P16_coass_bin_6,Actinobacteria,False,0,14
12C18O_168h_50_P13_coass_bin.5,12C16O_0h_100_P14,80222,67241734,0.0011930388350782,12C18O_168h_50_P13_coass_bin_5,Actinobacteria,False,0,14
H1-18-all-fractions_metab_conc_71.Actinobacteria_71_26,12C16O_0h_100_P14,89359,67241734,0.001328921708057,H1_18_all_fractions_metab_conc_71_Actinobacteria_71_26,Actinobacteria,False,0,14
12C18O_48h_100_P16_coass_bin.34,12C16O_0h_100_P14,64448,67241734,0.000958452380184,12C18O_48h_100_P16_coass_bin_34,Acidobacteria,False,0,14
12C16O_48h_100_P14_coass_bin.1,12C16O_0h_100_P14,57389,67241734,0.0008534729339371,12C16O_48h_100_P14_coass_bin_1,Actinobacteria,False,0,14
H3-16-all-fractions_metab_conc_118.Mycobacterium_smegmatis_66_0,12C16O_0h_100_P14,135848,67241734,0.0020202929329573,H3_16_all_fractions_metab_conc_118_Mycobacterium_smegmatis_66_0,Actinobacteria,False,0,14
H2-18-all-fractions_metab_36.Geodermatophilales_73_36,12C16O_0h_100_P14,503789,67241734,0.0074922071462345,H2_18_all_fractions_metab_36_Geodermatophilales_73_36,Actinobacteria,True,0,14
12C16O_0h_100_P08_coass_bin.5,12C16O_0h_100_P14,85382,67241734,0.0012697768918332,12C16O_0h_100_P08_coass_bin_5,Alphaproteobacteria,False,0,14
12C16O_24h_100_unf_bin.5,12C16O_0h_100_P14,189314,67241734,0.0028154241233576,12C16O_24h_100_unf_bin_5,Alphaproteobacteria,False,0,14
12C18O_168h_50_P13_coass_bin.4,12C16O_0h_100_P14,54236,67241734,0.0008065824120478,12C18O_168h_50_P13_coass_bin_4,Chloroflexi,False,0,14
H1-18-all-fractions_conc_108.Bacteria_69_11,12C16O_0h_100_P14,89935,67241734,0.0013374878167181,H1_18_all_fractions_conc_108_Bacteria_69_11,Acidobacteria,True,0,14
12C16O_24h_100_P08_coass_bin.7,12C16O_0h_100_P14,52579,67241734,0.0007819399779309,12C16O_24h_100_P08_coass_bin_7,Actinobacteria,False,0,14
12C16O_168h_50_P09_coass_bin.27,12C16O_0h_100_P14,116855,67241734,0.0017378344228898,12C16O_168h_50_P09_coass_bin_27,Actinobacteria,False,0,14
12C16O_168h_50_P09_coass_bin.9,12C16O_0h_100_P14,28641,67241734,0.0004259408301398,12C16O_168h_50_P09_coass_bin_9,Alphaproteobacteria,True,0,14
12C16O_72h_100_P16_coass_bin.33,12C16O_0h_100_P14,90040,67241734,0.0013390493469427,12C16O_72h_100_P16_coass_bin_33,Chloroflexi,False,0,14
H1-18-all-fractions_conc_122.Actinobacteria_70_12,12C16O_0h_100_P14,187739,67241734,0.0027920011699876,H1_18_all_fractions_conc_122_Actinobacteria_70_12,Actinobacteria,False,0,14
12C16O_48h_50_P10_coass_bin.25,12C16O_0h_100_P14,174551,67241734,0.0025958729737695,12C16O_48h_50_P10_coass_bin_25,Actinobacteria,False,0,14
12C18O_168h_50_P13_coass_bin.12,12C16O_0h_100_P14,80070,67241734,0.0011907783341815,12C18O_168h_50_P13_coass_bin_12,Actinobacteria,False,0,14
12C16O_48h_50_P10_coass_bin.43,12C16O_0h_100_P14,24319,67241734,0.0003616652717492,12C16O_48h_50_P10_coass_bin_43,Actinobacteria,False,0,14
12C18O_48h_100_P08_coass_bin.19,12C16O_0h_100_P14,45248,67241734,0.0006729154248163,12C18O_48h_100_P08_coass_bin_19,Actinobacteria,True,0,14
H3-16-all-fractions_metab_conc_6.RIF_CHLX_71_0,12C16O_0h_100_P14,43918,67241734,0.0006531360419706,H3_16_all_fractions_metab_conc_6_RIF_CHLX_71_0,Chloroflexi,False,0,14
12C16O_168h_100_unf_bin.19,12C16O_0h_100_P14,97526,67241734,0.0014503790161033,12C16O_168h_100_unf_bin_19,Actinobacteria,False,0,14
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32,12C16O_0h_100_P14,181346,67241734,0.0026969262868801,H1_16_all_fractions_metab_conc_1_Actinobacteria_71_32,Actinobacteria,False,0,14
12C16O_72h_100_P14_coass_bin.22,12C16O_0h_100_P14,273177,67241734,0.0040626108779407,12C16O_72h_100_P14_coass_bin_22,Actinobacteria,False,0,14
12C18O_168h_50_P09_coass_bin.21,12C16O_0h_100_P14,74856,67241734,0.0011132372047395,12C18O_168h_50_P09_coass_bin_21,Alphaproteobacteria,False,0,14
12C18O_48h_100_P08_coass_bin.32,12C16O_0h_100_P14,73405,67241734,0.0010916583442062,12C18O_48h_100_P08_coass_bin_32,Deltaproteobacteria,False,0,14
12C16O_0h_50_P09_coass_bin.5,12C16O_0h_100_P14,46338,67241734,0.00068912559572,12C16O_0h_50_P09_coass_bin_5,Chloroflexi,False,0,14
12C16O_168h_100_P16_coass_bin.28,12C16O_0h_100_P14,55521,67241734,0.0008256925676544,12C16O_168h_100_P16_coass_bin_28,Acidobacteria,False,0,14
12C16O_0h_100_P16_coass_bin.2,12C16O_0h_100_P14,34848,67241734,0.0005182495739922,12C16O_0h_100_P16_coass_bin_2,Chloroflexi,False,0,14
